"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0015850","GO:0015850","organic hydroxy compound transport","35/1276","201/13486",0.000282397245710522,0.00322666192365371,0.00240042737332167,"GRAMD1B/CEACAM1/SLC27A5/PLTP/CXCL12/LIPA/ABCC3/CNR1/MYB/APOE/AGT/CYP19A1/RBP4/ABCA8/OSBPL1A/ABCA12/SLC10A6/VPS51/DAB2/KCNB1/SHH/AQP7/GDNF/SNCG/ABCA13/OSBP2/PTCH1/AKR1C1/ABCA4/TGM2/GABBR1/AQP1/ITGB3/AQP7B/STRA6",35
"GO:0023061","GO:0023061","signal release","54/1276","354/13486",0.000284355520691385,0.00324165293588179,0.00241157971495445,"ABCC8/BAIAP3/NR1H4/PTPRN/SREBF1/STXBP2/CHRNA3/P2RX7/IL11/PCSK5/RIMS4/SMPD3/SFRP1/CXCL12/MAP2K6/TRPV4/IL1A/CNR1/MYB/VAMP8/FKBP1B/IL1B/PAX8/LIF/VGF/ANO1/SNAP25/STX11/DYSF/AGT/IL6/CYP19A1/RBP4/ABCA12/EPHA5/ITPR1/GPR158/DAB2/RAB11FIP1/KCNB1/NEUROD1/INHBB/UCN/PRRT2/GDNF/CPLX1/SNCG/NRXN1/EFNA5/PCLO/TGM2/GABBR1/AQP1/LYN",54
"GO:0032728","GO:0032728","positive regulation of interferon-beta production","12/1276","41/13486",0.000286684045860411,0.00326078724271161,0.00242581439927236,"POLR3B/OAS1/RIGI/OAS3/OAS2/POLR3G/IFIH1/IRF1/IRF5/TLR4/ISG15/IRF7",12
"GO:0032729","GO:0032729","positive regulation of type II interferon production","15/1276","59/13486",0.000293374736043829,0.00332182319637889,0.00247122119347838,"TXK/PYCARD/EBI3/IL23A/IL1R1/IL1B/TLR4/CD226/LGALS9/CD14/RASGRP1/ISG15/HLA-A/HLA-A/HLA-DPA1",15
"GO:0051279","GO:0051279","regulation of release of sequestered calcium ion into cytosol","15/1276","59/13486",0.000293374736043829,0.00332182319637889,0.00247122119347838,"CX3CL1/CAPN3/CEMIP/JPH1/CASQ2/FKBP1B/PTK2B/ANK2/THY1/CXCL10/CXCL11/HAP1/TRDN/LYN/ITGB3",15
"GO:0002230","GO:0002230","positive regulation of defense response to virus by host","9/1276","25/13486",0.000297182749446006,0.00335736187211974,0.00249765966521121,"PYCARD/RIGI/IL23A/STAT1/TRIM6/TRIM22/PARP9/DTX3L/ZC3H12A",9
"GO:0006941","GO:0006941","striated muscle contraction","26/1276","134/13486",0.000300759272763411,0.0033901314880478,0.00252203813588715,"SCN4A/EHD3/PKP2/ARG2/MAP2K6/TRPV4/MYL2/CASQ2/FKBP1B/CXCR4/KCNJ2/FGF13/ACE2/ANK2/GSN/KCNE4/GPD1L/TTN/UCN/ZC3H12A/ADRA1B/TCAP/KCNE1/GJC1/CTNNA3/RYR3",26
"GO:0006721","GO:0006721","terpenoid metabolic process","17/1276","72/13486",0.000310447086646398,0.00348367469042132,0.00259162821655829,"CYP26B1/LIPA/RDH10/ALDH1A2/RDH5/BCO1/CYP1B1/RBP4/CYP1A1/PLB1/CYP2S1/CYP27C1/AKR1C1/DHRS4L2/BCO2/AKR1B10/ABCA4",17
"GO:0071347","GO:0071347","cellular response to interleukin-1","17/1276","72/13486",0.000310447086646398,0.00348367469042132,0.00259162821655829,"CX3CL1/CCL26/IRAK3/PYCARD/SFRP1/CCL24/CCL20/IL1R1/GBP3/GBP1/IL1B/IRAK2/IL6/INHBB/ZC3H12A/CXCL8/HAS2",17
"GO:0048880","GO:0048880","sensory system development","48/1276","306/13486",0.000317947113113773,0.00355987214147028,0.0026483141823034,"SOX8/PROM1/ATP2B4/DCX/ACHE/NRP1/VSX1/JAG1/TSPAN12/CRYAB/NR2E1/PDGFRB/PROX1/RDH10/NEUROD4/C3/BFSP1/ALDH1A2/COL5A1/PDGFRA/KLF4/MYO7A/CYP1B1/RBP4/BMPR1B/CYP1A1/COL8A1/NTRK2/CRB2/THY1/NEUROD1/TGFBR2/PITX2/SHH/FAT3/RET/ITGAM/COL8A2/ZHX2/RP1L1/SLITRK6/NHS/SPRED3/RORB/AQP1/MEGF11/CLN8/STRA6",48
"GO:0001508","GO:0001508","action potential","22/1276","106/13486",0.00032220863935647,0.00359955130292217,0.00267783290708871,"SCN4A/PKP2/NRCAM/CNR1/FKBP1B/KCNJ2/FGF13/ANK2/NTRK2/KCNE4/GPD1L/GNA14/KCNB1/GBA1/GPR35/KCNE1/GPR88/GJC1/CTNNA3/KCND2/KCNH7/YWHAE",22
"GO:0048145","GO:0048145","regulation of fibroblast proliferation","18/1276","79/13486",0.000335042398609648,0.00373460593650221,0.00277830480250574,"CD74/NGFR/SFRP1/FN1/MYB/CDKN1A/EREG/LIF/PDGFRA/AGT/MYC/SPHK1/C1QL4/PDGFA/IFI30/AQP1/ITGB3/SOD2",18
"GO:0045638","GO:0045638","negative regulation of myeloid cell differentiation","16/1276","66/13486",0.000335844583779309,0.00373524707813085,0.00277878177032944,"CEACAM1/SFRP1/ZBTB16/MYB/PTK2B/TNFAIP6/PRMT1/ZFP36/TLR4/MYC/ITPKB/H4C8/TRIB1/ERFE/LYN/H4C15",16
"GO:0043370","GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation","11/1276","36/13486",0.000337649961522371,0.00374701815707127,0.00278753869025805,"IL4R/JAK3/IL23A/TNFSF18/HLX/IL2RG/ZC3H12A/NFKBID/LGALS9/JUNB/HLA-DRA",11
"GO:0007584","GO:0007584","response to nutrient","25/1276","128/13486",0.000350932970917106,0.00388582733359869,0.0028908037223217,"CYP26B1/NR1H4/CYP24A1/SNAI2/SFRP1/LIPA/COL1A1/IL1A/STAT1/CNR1/FKBP1B/ALDH1A2/POSTN/CYP1B1/CYP1A1/CDKN2B/CBS/SHANK2/VCAM1/ITGA2/NOD2/CXCL10/LPL/A2M/SOD2",25
"GO:0002577","GO:0002577","regulation of antigen processing and presentation","7/1276","16/13486",0.000354544835736593,0.00390856460671374,0.00290771878007223,"CD74/PYCARD/CCR7/FGL2/CD68/TAPBPL/NOD2",7
"GO:0055003","GO:0055003","cardiac myofibril assembly","7/1276","16/13486",0.000354544835736593,0.00390856460671374,0.00290771878007223,"MYL2/PDGFRB/PROX1/PDGFRA/TTN/TCAP/NEB",7
"GO:0051606","GO:0051606","detection of stimulus","34/1276","196/13486",0.000368430998387203,0.00405274098225923,0.00301497666039389,"NPFFR2/NGFR/FAP/SRPX/CXCL12/CASQ2/TGFB3/CXCR4/OR2B6/MMP24/TAS2R4/TAS2R5/ANO1/CA6/TLR4/LY96/TTN/PIGR/ITGA2/NOD2/TCAP/SSC5D/GPR88/ABCA4/HLA-A/HLA-A/OR2M3/C4B/HLA-B/HLA-B/HLA-B/SOD2/RTP4/PKD1L2",34
"GO:0051208","GO:0051208","sequestering of calcium ion","21/1276","100/13486",0.0003693447362252,0.00405390196259432,0.00301584035452801,"CX3CL1/P2RX7/CAPN3/CEMIP/JPH1/BNIP1/CASQ2/FKBP1B/PTK2B/CCR7/ANK2/ITPR1/MCOLN2/THY1/CXCL10/CXCL11/HAP1/TRDN/RYR3/LYN/ITGB3",21
"GO:0019935","GO:0019935","cyclic-nucleotide-mediated signaling","14/1276","54/13486",0.000372462531674489,0.0040791966351075,0.0030346579517032,"GUCY1B1/IRAG1/RAPGEF3/GNAI1/APOE/EPHA5/ADM/UCN/GUCY1A1/NPR1/PDE7B/PDE3A/PRKG1/AQP1",14
"GO:0048645","GO:0048645","animal organ formation","13/1276","48/13486",0.000377200151640428,0.00412208270289409,0.00306656240698387,"TP63/WNT11/EYA1/BMPR1A/FGF1/RDH10/PAX8/TGFBR2/SHH/GDNF/AXIN2/NOG/ROBO2",13
"GO:0036293","GO:0036293","response to decreased oxygen levels","43/1276","268/13486",0.000392659124508413,0.00428169167072652,0.00318530113588633,"ENO1/SFRP1/PLAT/NDRG1/CXCL12/SOD3/CRYAB/TRPV4/IL1A/EPAS1/OPRD1/MYB/TGFB3/TEK/PTK2B/CXCR4/PLAU/LIF/CBFA2T3/POSTN/SCN2A/MYC/MGARP/CYP1A1/ADM/ITPR1/KCNMA1/MMP14/CBS/VCAM1/ITGA2/ANGPTL4/FOS/KCNK3/HSD11B2/KCND2/PLEKHN1/DPP4/AQP1/CD24/VASN/CPEB1/SOD2",43
"GO:0060993","GO:0060993","kidney morphogenesis","18/1276","80/13486",0.000394743034946373,0.00429507822839698,0.00319525986730196,"SOX8/WNT11/EYA1/TMEM59L/FGF1/STAT1/PAX8/CITED1/LIF/AGT/MYC/GCNT3/GPC3/SHH/GDNF/NPNT/NOG/PTCH1",18
"GO:0002275","GO:0002275","myeloid cell activation involved in immune response","16/1276","67/13486",0.000403074841781839,0.00437624113934568,0.00325563981343499,"GAB2/STXBP2/IL4R/PYCARD/PTGDS/VAMP8/NR4A3/NMI/DYSF/IL33/ENPP3/LGALS9/ITGAM/RASGRP1/LYN/MILR1",16
"GO:0042476","GO:0042476","odontogenesis","19/1276","87/13486",0.000411852969174712,0.0044618887546012,0.00331935608894931,"NGFR/TP63/SMPD3/SERPINE1/BMPR1A/COL1A1/FAM20A/TGFB3/SSUH2/PDGFRA/ADM/APCDD1/MSX1/PITX2/SHH/AXIN2/CCDC154/AQP1/ID3",19
"GO:0002717","GO:0002717","positive regulation of natural killer cell mediated immunity","8/1276","21/13486",0.000415050191019245,0.00446757888015565,0.00332358917362373,"CD226/RAET1E/RASGRP1/RAET1G/HLA-E/HLA-E/HLA-F/HLA-F",8
"GO:0032682","GO:0032682","negative regulation of chemokine production","8/1276","21/13486",0.000415050191019245,0.00446757888015565,0.00332358917362373,"NR1H4/ARG2/OAS1/OAS3/IL6/KLF4/LGALS9/APOD",8
"GO:0045109","GO:0045109","intermediate filament organization","8/1276","21/13486",0.000415050191019245,0.00446757888015565,0.00332358917362373,"PKP2/BFSP1/KRT17/KRT7/SHH/KRT86/KRT13/EPPK1",8
"GO:0032689","GO:0032689","negative regulation of type II interferon production","9/1276","26/13486",0.000416655813206593,0.00447525815641172,0.0033293020575169,"NR1H4/TLR4/IL33/LAPTM5/ZC3H12A/NOD2/AXL/LGALS9/PDCD1LG2",9
"GO:0006909","GO:0006909","phagocytosis","32/1276","182/13486",0.000423712859052501,0.00454133269446014,0.00337845723198632,"P2RX7/HCK/SRPX/PYCARD/ICAM5/IL1B/C3/VAV3/DYSF/TLR4/MYO7A/ITGAV/GULP1/IL2RG/GSN/SPON2/ALOX15/PTX3/ITGA2/NOD2/AXL/RAC3/ITGAM/CD14/SPHK1/TGM2/XKR9/C4A/C4B/LYN/ITGB3/PECAM1",32
"GO:0042267","GO:0042267","natural killer cell mediated cytotoxicity","15/1276","61/13486",0.000433190635547452,0.00463301541131347,0.00344666323199577,"CEACAM1/CD226/RAET1E/LGALS9/RASGRP1/RAET1G/HLA-E/HLA-A/HLA-A/HLA-B/HLA-B/HLA-E/HLA-F/HLA-B/HLA-F",15
"GO:0035850","GO:0035850","epithelial cell differentiation involved in kidney development","11/1276","37/13486",0.000439877707512698,0.00469452464017807,0.00349242211227887,"PROM1/JAG1/ACTA2/STAT1/PAX8/LIF/PTPRO/MYO1E/KLF15/GDNF/CD24",11
"GO:0019058","GO:0019058","viral life cycle","45/1276","286/13486",0.000450949159783615,0.0048024649373134,0.00357272269847562,"CD74/LAMP3/OAS1/ICAM1/PCSK5/NRP1/OAS3/OAS2/IFIH1/PROX1/VAMP8/TRIM6/CXCR4/SLPI/APOE/ACE2/BST2/TRIM22/RSAD2/OASL/CH25H/ITGAV/GSN/HMGA2/MX1/F11R/IFI16/PTX3/ZC3H12A/ITGA2/CHMP4C/IFI27/AXL/LGALS9/CXCL8/CIITA/APOBEC3B/TMPRSS2/IFIT1/IFITM1/ISG15/DPP4/CSNK2B/ITGB3/IFI27",45
"GO:0002292","GO:0002292","T cell differentiation involved in immune response","14/1276","55/13486",0.000456775142003233,0.00485420362772927,0.00361121293131459,"IL4R/RELB/JAK3/IL23A/MYB/TNFSF18/FGL2/IL6/HLX/ZC3H12A/NFKBID/LGALS9/JUNB/HLA-DRA",14
"GO:0032755","GO:0032755","positive regulation of interleukin-6 production","18/1276","81/13486",0.000463439432931503,0.00491461352132012,0.00365615397739441,"CD74/P2RX7/PYCARD/RIGI/POU2AF1/TRPV4/IL1A/IFIH1/EREG/IL1B/IL6/TLR4/IL33/SPON2/UCN/NOD2/LGALS9/LPL",18
"GO:0001706","GO:0001706","endoderm formation","13/1276","49/13486",0.000469550045468245,0.00496890934191713,0.00369654654937803,"LAMA3/COL12A1/COL7A1/FN1/COL5A1/ITGA7/DUSP5/ITGAV/COL8A1/HMGA2/MMP14/NOG/LAMB3",13
"GO:0006937","GO:0006937","regulation of muscle contraction","23/1276","116/13486",0.000475911467675505,0.00502562509865333,0.00373873939702973,"SCN4A/EHD3/PKP2/ENO1/CHRNA3/MYL9/TRPV4/MYL2/CASQ2/FKBP1B/KCNJ2/FGF13/ACE2/ANK2/UCN/ZC3H12A/GUCY1A1/ITGA2/NPNT/ADRA1B/SPHK1/CTNNA3/PRKG1",23
"GO:0071675","GO:0071675","regulation of mononuclear cell migration","19/1276","88/13486",0.000479532206666392,0.00504262798456734,0.00375138844230908,"PYCARD/SERPINE1/DOCK8/CXCL12/TRPV4/CCL20/TNFSF18/PTK2B/CCR7/MSTN/IL34/LGALS9/CXCL10/CMKLR1/APOD/C5AR1/LYN/ITGB3/PADI2",19
"GO:1901890","GO:1901890","positive regulation of cell junction assembly","19/1276","88/13486",0.000479532206666392,0.00504262798456734,0.00375138844230908,"COL16A1/NRP1/SFRP1/TEK/SDC4/ACE2/LRRC4B/AGT/AMIGO2/NTRK2/THY1/CLSTN2/LRRN1/SLITRK1/NRXN1/EFNA5/SLITRK6/SLITRK2/NLGN3",19
"GO:0048598","GO:0048598","embryonic morphogenesis","69/1276","490/13486",0.000484246038775603,0.00508154420606365,0.00378033958920835,"CYP26B1/SOX8/ITGA3/DLX6/LAMA3/NTN1/TP63/WNT11/ANKRD24/TBX15/EYA1/SFRP1/DLX5/BMPR1A/ZBTB16/COL12A1/COL7A1/FN1/ATP6V1B1/PROX1/NR4A3/TGFB3/RDH10/SDC4/PAX8/ALDH1A2/COL5A1/GSC/PDGFRA/ITGA7/PCDH8/HLX/KLF4/MYO7A/DUSP5/RBP4/ITGAV/COL2A1/COL8A1/GPC3/CRB2/ADM/TBX6/HMGA2/FZD7/MMP14/PLPP3/NEUROD1/MSX1/TGFBR2/CLRN1/ITGA2/SHH/CTHRC1/RET/SPINT1/GDNF/EFNA1/TCAP/NOG/SLITRK6/PTCH1/POU3F4/LAMB3/SP9/BRD2/APELA/ITGB3/STRA6",69
"GO:0009410","GO:0009410","response to xenobiotic stimulus","48/1276","312/13486",0.00049858072571577,0.00522104576240147,0.00388411970698254,"CYP26B1/ITGA3/ABCC8/SREBF1/FMO4/TP73/SMOX/P2RX7/SFRP1/LIPA/COL1A1/ABCC3/MAP2K6/LOX/STAT1/PTK2B/CXCR4/CDKN1A/IL1B/FOSB/KCNC1/FMO5/VAV3/MYC/CYP1B1/AOX1/CYP1A1/ADD3/CCNO/SHANK2/NEUROD1/TGFBR2/ITGA2/RET/CYP2S1/FOS/NPAS2/KCNK3/NAT1/PDE3A/CES3/PCSK1/HSD11B2/PTCH1/AKR1C1/LYN/ITGB3/SOD2",48
"GO:0002701","GO:0002701","negative regulation of production of molecular mediator of immune response","10/1276","32/13486",0.000512621981119252,0.00534576269707727,0.00397690102433034,"IRAK3/ACP5/JAK3/TGFB3/BST2/IL33/NOD2/AXL/HLA-F/HLA-F",10
"GO:0048247","GO:0048247","lymphocyte chemotaxis","10/1276","32/13486",0.000512621981119252,0.00534576269707727,0.00397690102433034,"CX3CL1/CCL26/CCL24/CCL20/PTK2B/CH25H/CXCL10/CXCL11/MSMP/PADI2",10
"GO:0034764","GO:0034764","positive regulation of transmembrane transport","29/1276","161/13486",0.000514400787324752,0.00535318329713891,0.00398242146989789,"CX3CL1/P2RX7/CAPN3/SORBS1/CEMIP/NR4A3/KCNJ2/C3/KCNC1/FGF13/ACE2/AZIN2/ANK2/GPC3/THY1/CTSS/KLF15/CXCL10/CXCL11/GLRX/HAP1/ERFE/KCNE1/LRRC26/TRDN/NLGN3/ACSL5/OCLN/SHANK3",29
"GO:0030098","GO:0030098","lymphocyte differentiation","46/1276","296/13486",0.000517376905749848,0.00537300736902947,0.00399716929472204,"CYP26B1/CD74/TNFRSF9/IL4R/IL11/MFNG/SFRP1/RELB/IL4I1/JAK3/LIPA/ZBTB16/POU2AF1/IL23A/IL1A/MYB/TNFSF18/PTK2B/IRF1/IL1B/CCR7/FGL2/DNAJB9/RSAD2/IL6/HLX/ITPKB/IL2RG/MR1/FZD7/MMP14/VCAM1/TGFBR2/ZC3H12A/SHH/NFIL3/AXL/NFKBID/LGALS9/JUNB/RASGRP1/FZD8/GBA1/EGR3/IFNE/HLA-DRA",46
"GO:0002228","GO:0002228","natural killer cell mediated immunity","15/1276","62/13486",0.000522251423715613,0.00539015049662041,0.00400992267072092,"CEACAM1/CD226/RAET1E/LGALS9/RASGRP1/RAET1G/HLA-E/HLA-A/HLA-A/HLA-B/HLA-B/HLA-E/HLA-F/HLA-B/HLA-F",15
"GO:0043367","GO:0043367","CD4-positive, alpha-beta T cell differentiation","15/1276","62/13486",0.000522251423715613,0.00539015049662041,0.00400992267072092,"IL4R/RELB/JAK3/IL23A/MYB/TNFSF18/RSAD2/IL6/HLX/IL2RG/ZC3H12A/NFKBID/LGALS9/JUNB/HLA-DRA",15
"GO:0072078","GO:0072078","nephron tubule morphogenesis","15/1276","62/13486",0.000522251423715613,0.00539015049662041,0.00400992267072092,"SOX8/WNT11/EYA1/TMEM59L/FGF1/PAX8/CITED1/AGT/MYC/GPC3/SHH/GDNF/NPNT/NOG/PTCH1",15
"GO:0007156","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","24/1276","124/13486",0.000524249895515081,0.00539966627495615,0.00401700179315025,"CEACAM1/FAT2/IGSF21/CDH15/PCDH8/PCDH10/AMIGO2/IGSF11/ESAM/PCDH1/CLSTN2/NEXN/PCDH19/FAT3/RET/PCDH7/CADM2/CDH4/ROBO2/L1CAM/PCDHGC4/PECAM1/PCDHGA9/DCHS2",24
"GO:0098771","GO:0098771","inorganic ion homeostasis","56/1276","380/13486",0.000534165156427135,0.0054905172636035,0.00408458904127307,"CX3CL1/CP/ATP2B4/TBXAS1/ATP12A/P2RX7/CAPN3/CEMIP/JPH1/SFRP4/CXCL12/FAM20A/HPX/TRPV4/BNIP1/IL1A/EPAS1/ATP6V1B1/CNR1/CASQ2/FKBP1B/CNNM1/PTK2B/KCNJ2/CCR7/APOE/NT5E/AGT/MYC/SLC40A1/TRPM8/ANK2/ITPR1/GRM1/MCOLN2/THY1/ENPP3/KCNMA1/STEAP2/TMPRSS3/CXCL10/CXCL11/NPR1/HAP1/KCNJ10/ERFE/HEPHL1/TRDN/RHCE/RYR3/TGM2/LYN/ITGB3/YWHAE/CALB2/SOD2",56
"GO:0001667","GO:0001667","ameboidal-type cell migration","55/1276","372/13486",0.000550695719771528,0.00564527746839733,0.00419972060468995,"SOX8/ITGA3/SEMA3B/SNAI2/ADGRA2/ATP2B4/FAP/TNS1/CEACAM1/WNT11/FAT2/NRP1/TIMP1/PTN/ACTA2/LPXN/ARHGDIB/NR2E1/HBEGF/FGF1/AMOTL2/FN1/PROX1/TEK/PTK2B/SDC4/APOE/RIN2/AGT/KLF4/ENPP2/CYP1B1/DNAJA4/GPC3/CRB2/PLPP3/TGFBR2/ZC3H12A/PITX2/ITGA2/SHH/RET/GDNF/EFNA1/HAS2/LRG1/EGR3/DPP4/CSNK2B/AQP1/APELA/ITGB3/EPPK1/LTB4R2/SEMA7A",55
"GO:0042573","GO:0042573","retinoic acid metabolic process","7/1276","17/13486",0.000553723388048542,0.00564527746839733,0.00419972060468995,"CYP26B1/RDH10/ALDH1A2/CYP1A1/CYP2S1/CYP27C1/BCO2",7
"GO:0043117","GO:0043117","positive regulation of vascular permeability","7/1276","17/13486",0.000553723388048542,0.00564527746839733,0.00419972060468995,"TJP3/TRPV4/APOE/UCN/PDE3A/FGFBP3/OCLN",7
"GO:2000193","GO:2000193","positive regulation of fatty acid transport","7/1276","17/13486",0.000553723388048542,0.00564527746839733,0.00419972060468995,"P2RX7/MAP2K6/IL1A/IL1B/PLA2R1/ERFE/ACSL5",7
"GO:0002279","GO:0002279","mast cell activation involved in immune response","11/1276","38/13486",0.000566790862874397,0.00574348074379389,0.00427277747770279,"GAB2/STXBP2/IL4R/PTGDS/VAMP8/NR4A3/ENPP3/LGALS9/RASGRP1/LYN/MILR1",11
"GO:0002763","GO:0002763","positive regulation of myeloid leukocyte differentiation","11/1276","38/13486",0.000566790862874397,0.00574348074379389,0.00427277747770279,"CD74/IL23A/LIF/CD101/KLF10/IL34/ROR2/FOS/TRIB1/HCLS1/EVI2B",11
"GO:0045668","GO:0045668","negative regulation of osteoblast differentiation","11/1276","38/13486",0.000566790862874397,0.00574348074379389,0.00427277747770279,"BAMBI/SFRP1/IGFBP5/TNFAIP6/CITED1/AXIN2/ERFE/NOG/PTCH1/RORB/ID3",11
"GO:0046890","GO:0046890","regulation of lipid biosynthetic process","25/1276","132/13486",0.000568552427640123,0.00574971567952189,0.00427741586584091,"PDK4/NR1H4/SNAI2/CD74/DKK3/SREBF1/CEACAM1/SORBS1/SEC14L2/FGF1/IL1A/PROX1/RDH10/IL1B/C3/APOE/AVIL/DHH/ADM/DAB2/IGFBP7/SPHK1/PRKG1/PDGFA/PLIN5",25
"GO:0019218","GO:0019218","regulation of steroid metabolic process","16/1276","69/13486",0.000572812348120062,0.00575969150178477,0.00428483723113972,"NR1H4/SNAI2/DKK3/SREBF1/SEC14L2/FGF1/IL1A/PROX1/APOE/FMO5/CH25H/DHH/ADM/DAB2/IGFBP7/PRKG1",16
"GO:0034340","GO:0034340","response to type I interferon","16/1276","69/13486",0.000572812348120062,0.00575969150178477,0.00428483723113972,"OAS1/OAS3/OAS2/IFIH1/STAT1/TRIM6/CH25H/MX1/IFI27/STAT2/IFNE/IFIT1/IFITM1/ISG15/IFI27/IRF7",16
"GO:0045622","GO:0045622","regulation of T-helper cell differentiation","9/1276","27/13486",0.000572983664152831,0.00575969150178477,0.00428483723113972,"IL4R/JAK3/IL23A/TNFSF18/HLX/ZC3H12A/NFKBID/JUNB/HLA-DRA",9
"GO:0002294","GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response","13/1276","50/13486",0.000580355652345445,0.00579764495049246,0.00431307213747498,"IL4R/RELB/JAK3/IL23A/MYB/TNFSF18/IL6/HLX/ZC3H12A/NFKBID/LGALS9/JUNB/HLA-DRA",13
"GO:1905330","GO:1905330","regulation of morphogenesis of an epithelium","13/1276","50/13486",0.000580355652345445,0.00579764495049246,0.00431307213747498,"SOX8/SNAI2/SFRP1/FGF1/PAX8/LIF/AGT/ITGAX/SHH/GDNF/CXCL10/NOG/PDGFA",13
"GO:2000514","GO:2000514","regulation of CD4-positive, alpha-beta T cell activation","13/1276","50/13486",0.000580355652345445,0.00579764495049246,0.00431307213747498,"IL4R/ARG2/JAK3/IL23A/TNFSF18/HLX/IL2RG/TGFBR2/ZC3H12A/NFKBID/LGALS9/JUNB/HLA-DRA",13
"GO:0043588","GO:0043588","skin development","33/1276","193/13486",0.000581382657515492,0.00579764495049246,0.00431307213747498,"CYP26B1/ITGA3/PRKCH/NGFR/TP63/COL5A3/JAG1/FA2H/LSR/COL1A1/IL1A/IGFBP5/IRF6/PPL/CDKN1A/EREG/TGM3/ZFP36/KRT17/COL5A1/PLAAT4/KRT7/SCEL/KLF4/ABCA12/APCDD1/ITGA2/SHH/DNASE1L2/KRT86/GBA1/PDGFA/COL3A1",33
"GO:2000107","GO:2000107","negative regulation of leukocyte apoptotic process","12/1276","44/13486",0.000586384264552864,0.00583591958531184,0.00434154598546346,"CD74/ARG2/JAK3/DOCK8/CXCL12/CCR7/ITPKB/NOD2/AXL/EFNA1/HCLS1/IRF7",12
"GO:0010996","GO:0010996","response to auditory stimulus","8/1276","22/13486",0.000598516607541601,0.00590976240832415,0.00439648026053662,"PTN/KCNC1/UCN/CXCL10/NRXN1/SLITRK6/SHANK3/STRA6",8
"GO:0048333","GO:0048333","mesodermal cell differentiation","8/1276","22/13486",0.000598516607541601,0.00590976240832415,0.00439648026053662,"ITGA3/EYA1/BMPR1A/KLF4/TBX6/HMGA2/ITGA2/ITGB3",8
"GO:0060907","GO:0060907","positive regulation of macrophage cytokine production","8/1276","22/13486",0.000598516607541601,0.00590976240832415,0.00439648026053662,"CD74/P2RX7/PYCARD/TLR4/SPON2/LAPTM5/NOD2/SEMA7A",8
"GO:0098543","GO:0098543","detection of other organism","8/1276","22/13486",0.000598516607541601,0.00590976240832415,0.00439648026053662,"TLR4/NOD2/SSC5D/HLA-A/HLA-A/HLA-B/HLA-B/HLA-B",8
"GO:0001959","GO:0001959","regulation of cytokine-mediated signaling pathway","25/1276","133/13486",0.000638626251344715,0.00628107701322567,0.00467271426422501,"NR1H4/CD74/TXK/OAS1/IRAK3/PYCARD/HPX/OAS3/IL1R1/TNFAIP3/TRIM6/CXCR4/H2BC11/IRAK2/IL6/PARP9/LAPTM5/AXL/STAT2/PARP14/SPHK1/ISG15/CD24/IRF7/PADI2",25
"GO:0007601","GO:0007601","visual perception","25/1276","133/13486",0.000638626251344715,0.00628107701322567,0.00467271426422501,"USH2A/ZIC2/ABLIM1/VSX1/COL1A1/NR2E1/EPAS1/SFRP5/TGFBI/RDH10/GJA3/RDH5/MYO7A/RBP4/COL2A1/CRB2/CABP1/CLRN1/KCNJ10/GJC1/RP1L1/SLITRK6/ABCA4/RORB/CLN8",25
"GO:0046660","GO:0046660","female sex differentiation","19/1276","90/13486",0.000644210713298952,0.00631125183185067,0.00469516237385852,"PTPRN/TP63/SFRP1/TNFAIP6/EREG/VGF/PDGFRA/CYP19A1/RBP4/BMPR1B/ADAMTS1/MMP14/INHBB/PTX3/AXL/A2M/DMRTA1/ROBO2/STRA6",19
"GO:0051963","GO:0051963","regulation of synapse assembly","19/1276","90/13486",0.000644210713298952,0.00631125183185067,0.00469516237385852,"MUSK/NTN1/ICAM5/MDGA1/PTK2B/LRRC4B/SNAP25/AMIGO2/NTRK2/CLSTN2/LRRN1/SLITRK1/NRXN1/EFNA5/SLITRK6/ROBO2/SLITRK2/NLGN3/COLQ",19
"GO:0042088","GO:0042088","T-helper 1 type immune response","10/1276","33/13486",0.000673833331276924,0.00657577429899816,0.00489194994752549,"IL4R/RELB/EBI3/JAK3/IL23A/IL1R1/IL1B/HLX/TLR4/IL33",10
"GO:0061081","GO:0061081","positive regulation of myeloid leukocyte cytokine production involved in immune response","10/1276","33/13486",0.000673833331276924,0.00657577429899816,0.00489194994752549,"CD74/P2RX7/PYCARD/RIGI/NR4A3/TLR4/SPON2/LAPTM5/NOD2/SEMA7A",10
"GO:2000696","GO:2000696","regulation of epithelial cell differentiation involved in kidney development","6/1276","13/13486",0.000677904080264121,0.00660265410991229,0.00491194678494902,"PROM1/STAT1/PAX8/LIF/GDNF/CD24",6
"GO:0002287","GO:0002287","alpha-beta T cell activation involved in immune response","13/1276","51/13486",0.000712447425871814,0.00686068660331472,0.00510390623872045,"IL4R/RELB/JAK3/IL23A/MYB/TNFSF18/IL6/HLX/ZC3H12A/NFKBID/LGALS9/JUNB/HLA-DRA",13
